url,recette,quantites,ingredients
http://www.marmiton.org/recettes/recette_pops-cakes-rainbow_327063.aspx,Pops cakes rainbow,110, g de sucre
http://www.marmiton.org/recettes/recette_pops-cakes-rainbow_327063.aspx,Pops cakes rainbow,100, g de beurre
http://www.marmiton.org/recettes/recette_pops-cakes-rainbow_327063.aspx,Pops cakes rainbow,2, oeuf
http://www.marmiton.org/recettes/recette_pops-cakes-rainbow_327063.aspx,Pops cakes rainbow,1, cuillère à café de levure
http://www.marmiton.org/recettes/recette_pops-cakes-rainbow_327063.aspx,Pops cakes rainbow,,Colorant alimentaire
http://www.marmiton.org/recettes/recette_pops-cakes-rainbow_327063.aspx,Pops cakes rainbow,200, g de chocolat
http://www.marmiton.org/recettes/recette_pops-cakes-rainbow_327063.aspx,Pops cakes rainbow,,Vermicelles
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,560, g de sucre
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,440, g de farine
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,320, g de fécule de maïs
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,200, g d'Amandes en Poudre Vahiné
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,280, g d'huile
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,500, g de yaourt à la grecque
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,12, oeuf
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,4, cuillère à café d'Arôme naturel de vanille Vahiné
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,4, pincée de sel
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,3, sachet de Levure Chimique en sachet Vahiné
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,2, cuillère à café de jus de citron
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,500, g de mascarpone
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,2, sachet de Sucre Vanillé Vahiné
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,8, cornet de glace
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,4, cuillère à soupe de miel liquide
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,1, flacon de Sucre doré Vahiné
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,1, flacon de Vermicelles saveur chocolat Vahiné
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,1, flacon de Vermicelles roses Vahiné
http://www.marmiton.org/recettes/recette_gateau-princesse_350244.aspx,Gâteau Princesse,1, flacon de Multi-Déco fantasy
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,230, g de farine
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,110, g de sucre
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,1, cuillère à soupe de levure chimique
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,1, cuillère à café de sel
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,1, oeuf
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,8, cl de beurre
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,,Citron
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,15, cl de lait
http://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,Muffins au citron,,zeste de citron
http://www.marmiton.org/recettes/recette_bredele-au-chocolat_253662.aspx,Bredele au chocolat,3, blanc d'oeuf
http://www.marmiton.org/recettes/recette_bredele-au-chocolat_253662.aspx,Bredele au chocolat,200, g de sucre en poudre
http://www.marmiton.org/recettes/recette_bredele-au-chocolat_253662.aspx,Bredele au chocolat,80, g de chocolat
http://www.marmiton.org/recettes/recette_bredele-au-chocolat_253662.aspx,Bredele au chocolat,1, pincée de sel
http://www.marmiton.org/recettes/recette_cookies-simple-et-delicieux_40446.aspx,Cookies simple et délicieux,220, g de farine
http://www.marmiton.org/recettes/recette_cookies-simple-et-delicieux_40446.aspx,Cookies simple et délicieux,100, g de beurre
http://www.marmiton.org/recettes/recette_cookies-simple-et-delicieux_40446.aspx,Cookies simple et délicieux,100, g de sucre
http://www.marmiton.org/recettes/recette_cookies-simple-et-delicieux_40446.aspx,Cookies simple et délicieux,100, g de cassonade
http://www.marmiton.org/recettes/recette_cookies-simple-et-delicieux_40446.aspx,Cookies simple et délicieux,100, g de chocolat pâtissier
http://www.marmiton.org/recettes/recette_cookies-simple-et-delicieux_40446.aspx,Cookies simple et délicieux,1, oeuf
http://www.marmiton.org/recettes/recette_cookies-simple-et-delicieux_40446.aspx,Cookies simple et délicieux,1/2, cuillère à café de bicarbonate
http://www.marmiton.org/recettes/recette_cookies-simple-et-delicieux_40446.aspx,Cookies simple et délicieux,1, pincée de sel
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,4, pomme
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,220, g de sucre semoule
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,300, g de farine
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,320, g de beurre
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,6, jaune d'oeuf
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,1, sachet de levure chimique
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,10, cl de rhum
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,1, cuillère à soupe d'eau de fleur d'oranger
http://www.marmiton.org/recettes/recette_gateau-de-bretagne-aux-pommes_20640.aspx,Gâteau de Bretagne aux pommes,1, pincée de sel
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),400, g de farine
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),30, g de sucre
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),2, oeuf
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),7, jaune d'oeuf
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),3, cuillère à soupe d'eau
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),2, cuillère à soupe d'Alcool
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),50, g de beurre
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),500, g de confiture de lait
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),,Glaçage
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),5, blanc d'oeuf
http://www.marmiton.org/recettes/recette_postre-rogel-dessert-argentin_327256.aspx,Postre Rogel (dessert argentin),300, g de sucre
http://www.marmiton.org/recettes/recette_brioche-nature-en-map_67415.aspx,Brioche nature en MAP,3, oeuf
http://www.marmiton.org/recettes/recette_brioche-nature-en-map_67415.aspx,Brioche nature en MAP,300, ml de lait
http://www.marmiton.org/recettes/recette_brioche-nature-en-map_67415.aspx,Brioche nature en MAP,70, g de beurre
http://www.marmiton.org/recettes/recette_brioche-nature-en-map_67415.aspx,Brioche nature en MAP,80, g de sucre
http://www.marmiton.org/recettes/recette_brioche-nature-en-map_67415.aspx,Brioche nature en MAP,1.5, cuillère à café de sel
http://www.marmiton.org/recettes/recette_brioche-nature-en-map_67415.aspx,Brioche nature en MAP,500, g de farine
http://www.marmiton.org/recettes/recette_brioche-nature-en-map_67415.aspx,Brioche nature en MAP,2, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_brioche-nature-en-map_67415.aspx,Brioche nature en MAP,1, sachet de levure de boulanger
http://www.marmiton.org/recettes/recette_gateau-leger-a-la-noix-de-coco-et-aux-pepites-de-chocolat_19627.aspx,Gâteau léger à la noix de coco et aux pépites de chocolat,6, blanc d'oeuf
http://www.marmiton.org/recettes/recette_gateau-leger-a-la-noix-de-coco-et-aux-pepites-de-chocolat_19627.aspx,Gâteau léger à la noix de coco et aux pépites de chocolat,120, g de sucre
http://www.marmiton.org/recettes/recette_gateau-leger-a-la-noix-de-coco-et-aux-pepites-de-chocolat_19627.aspx,Gâteau léger à la noix de coco et aux pépites de chocolat,75, g de farine
http://www.marmiton.org/recettes/recette_gateau-leger-a-la-noix-de-coco-et-aux-pepites-de-chocolat_19627.aspx,Gâteau léger à la noix de coco et aux pépites de chocolat,60, g de beurre
http://www.marmiton.org/recettes/recette_gateau-leger-a-la-noix-de-coco-et-aux-pepites-de-chocolat_19627.aspx,Gâteau léger à la noix de coco et aux pépites de chocolat,150, g de yaourt nature
http://www.marmiton.org/recettes/recette_gateau-leger-a-la-noix-de-coco-et-aux-pepites-de-chocolat_19627.aspx,Gâteau léger à la noix de coco et aux pépites de chocolat,75, g de noix de coco rapée
http://www.marmiton.org/recettes/recette_gateau-leger-a-la-noix-de-coco-et-aux-pepites-de-chocolat_19627.aspx,Gâteau léger à la noix de coco et aux pépites de chocolat,,Chocolat noir
http://www.marmiton.org/recettes/recette_fondant-chocolat-et-pommes_233222.aspx,Fondant chocolat et pommes,150, g de chocolat noir
http://www.marmiton.org/recettes/recette_fondant-chocolat-et-pommes_233222.aspx,Fondant chocolat et pommes,3, pomme
http://www.marmiton.org/recettes/recette_fondant-chocolat-et-pommes_233222.aspx,Fondant chocolat et pommes,60, g de farine
http://www.marmiton.org/recettes/recette_fondant-chocolat-et-pommes_233222.aspx,Fondant chocolat et pommes,180, g de sucre
http://www.marmiton.org/recettes/recette_fondant-chocolat-et-pommes_233222.aspx,Fondant chocolat et pommes,130, g de beurre
http://www.marmiton.org/recettes/recette_fondant-chocolat-et-pommes_233222.aspx,Fondant chocolat et pommes,3, oeuf
http://www.marmiton.org/recettes/recette_fondant-chocolat-et-pommes_233222.aspx,Fondant chocolat et pommes,10, cl de lait
http://www.marmiton.org/recettes/recette_fondant-chocolat-et-pommes_233222.aspx,Fondant chocolat et pommes,1, sachet de levure chimique
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",,Crème
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",1, grande boîte de poire
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",500, g de mascarpone
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",2, jaune d'oeuf
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",140, g de sucre
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",1, gousse de vanille
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",3, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",2, feuille de gélatine
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",20, cl de crème liquide
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",4, oeuf
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",125, g de sucre
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",125, g de farine
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",125, g d'amande
http://www.marmiton.org/recettes/recette_buche-mascarpone-poire-et-carambars_232685.aspx,"Bûche mascarpone, poire et carambars",6, carambar©
http://www.marmiton.org/recettes/recette_galette-des-rois-sans-lactose_342539.aspx,Galette des Rois sans lactose,2, pâtes
http://www.marmiton.org/recettes/recette_galette-des-rois-sans-lactose_342539.aspx,Galette des Rois sans lactose,150, g de beurre
http://www.marmiton.org/recettes/recette_galette-des-rois-sans-lactose_342539.aspx,Galette des Rois sans lactose,150, g de Poudre d'amande
http://www.marmiton.org/recettes/recette_galette-des-rois-sans-lactose_342539.aspx,Galette des Rois sans lactose,150, g de sucre
http://www.marmiton.org/recettes/recette_galette-des-rois-sans-lactose_342539.aspx,Galette des Rois sans lactose,3, oeuf
http://www.marmiton.org/recettes/recette_galette-des-rois-sans-lactose_342539.aspx,Galette des Rois sans lactose,1, jaune d'oeuf
http://www.marmiton.org/recettes/recette_galette-des-rois-sans-lactose_342539.aspx,Galette des Rois sans lactose,2, cuillère à soupe d'amande
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,175, g de beurre
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,150, g de sucre
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,1, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,3, jaune d'oeuf
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,250, g de farine
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,2, cuillère à café de levure chimique
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,5, cuillère à soupe de lait
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,500, g de rhubarbe
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,3, blanc d'oeuf
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,200, g de sucre
http://www.marmiton.org/recettes/recette_gateau-meringue-a-la-rhubarbe_30035.aspx,Gâteau meringué à la rhubarbe,100, g de noix
http://www.marmiton.org/recettes/recette_pain-perdu-au-sirop-d-erable_60266.aspx,Pain perdu au sirop d'érable,3, oeuf
http://www.marmiton.org/recettes/recette_pain-perdu-au-sirop-d-erable_60266.aspx,Pain perdu au sirop d'érable,25, cl de lait
http://www.marmiton.org/recettes/recette_pain-perdu-au-sirop-d-erable_60266.aspx,Pain perdu au sirop d'érable,12.5, cl de sirop d'érable
http://www.marmiton.org/recettes/recette_pain-perdu-au-sirop-d-erable_60266.aspx,Pain perdu au sirop d'érable,3, cuillère de thé
http://www.marmiton.org/recettes/recette_pain-perdu-au-sirop-d-erable_60266.aspx,Pain perdu au sirop d'érable,,Cannelle
http://www.marmiton.org/recettes/recette_pain-perdu-au-sirop-d-erable_60266.aspx,Pain perdu au sirop d'érable,,Beurre
http://www.marmiton.org/recettes/recette_pain-perdu-au-sirop-d-erable_60266.aspx,Pain perdu au sirop d'érable,6, tranche de pain
